"movie","scene","character","dialog"
"Harry Potter and the Philosopher's Stone","Mark of Love","Dumbledore","Relax, dear boy. The stone has been destroyed. My friend Nicholas and I had a little chat and agreed it was best all around."
"Harry Potter and the Philosopher's Stone","Mark of Love","Harry","But Flamel, he'll die, won't he?"
"Harry Potter and the Philosopher's Stone","Mark of Love","Dumbledore","He has enough Elixir to set his affairs in order. But yes, he will die."
"Harry Potter and the Philosopher's Stone","Mark of Love","Harry","How is it I got the Stone, sir? One minute I was staring in the mirror, and the next..."
"Harry Potter and the Philosopher's Stone","Mark of Love","Dumbledore","Ah. You see, only a person who wanted to find the Stone, find it, but not use it, would be able to get it. That is one of my more brilliant ideas. And between you and me that's saying something."
"Harry Potter and the Philosopher's Stone","Mark of Love","Harry","Does that mean, with the Stone gone, I mean, that Voldemort can never come back?"
"Harry Potter and the Philosopher's Stone","Mark of Love","Dumbledore","Ah, I'm afraid there are ways in which he can return. Harry, do you know why Professor Quirrell couldn't bear to have you touch him?  It was because of your mother. She sacrificed herself for you, and that kind of act leaves a mark.  No, no, this kind of mark cannot be seen. It lives in your very skin."
"Harry Potter and the Philosopher's Stone","Mark of Love","Harry","What is it?"
"Harry Potter and the Philosopher's Stone","Mark of Love","Dumbledore","Love, Harry, love.  Ah. Bertie Bott's Every Flavor Beans. I was most unfortunate in my youth to come across a vomit flavored one, and since then I have lost my liking for them. But I think I could be safe with a nice toffee... Mm. Alas. Earwax."
"Harry Potter and the Philosopher's Stone","Mark of Love","Harry","All right there, Ron?"
"Harry Potter and the Philosopher's Stone","Mark of Love","Ron","All right? You?"
"Harry Potter and the Philosopher's Stone","Mark of Love","Harry","All right. Hermione?"
"Harry Potter and the Philosopher's Stone","Mark of Love","Hermione","Never better."
"Harry Potter and the Philosopher's Stone","House Cup Winner","Dumbledore","Another year, gone! And now, as I understand it, the house cup needs awarded and the points stand thus. In fourth place: Gryffindor, with 312 points!  In third place: Hufflepuff, with 352 points!  Second: Ravenclaw, with 426 points!  And in first place, with 472 points: Slytherin house!  Yes, well done Slytherin, well done Slytherin. However, recent events must be taken into account and I have a few last minute points to award.  First, to Miss Hermione Granger, for the cool use of intellect while others were in grave peril: fifty points!  Second, to Mr Ronald Weasley, for the best played game of chess that Hogwarts has seen these many years: fifty points!  And third, to mister Harry Potter, for pure love and outstanding courage, I award Gryffindor house: sixty points!"
"Harry Potter and the Philosopher's Stone","House Cup Winner","Hermione","We're tied with Slytherin!"
"Harry Potter and the Philosopher's Stone","House Cup Winner","Dumbledore","And finally: it takes a great deal of bravery to stand up to your enemies, but a great deal more to stand up to your friends. I award ten points to Neville Longbottom!  Assuming that my calculations are correct, I believe that a change of decoration is in order!  Gryffindor wins the House Cup!"
